identity,image_name,det_score,scale_used
Alycia_Dabnem_Carey,Alycia_Dabnem_Carey_003.jpg,0.9978854656219482,1
Alycia_Dabnem_Carey,Alycia_Dabnem_Carey_002.jpg,0.0,0
Alycia_Dabnem_Carey,Alycia_Dabnem_Carey_001.jpg,0.9955334663391113,1
Mark_Zuckerberg,Mark_Zuckerberg_004.jpg,0.924307644367218,1
Mark_Zuckerberg,Mark_Zuckerberg_005.jpg,0.9978229999542236,1
Mark_Zuckerberg,Mark_Zuckerberg_002.jpg,0.9947447776794434,1
Mark_Zuckerberg,Mark_Zuckerberg_003.jpg,0.0,0
Mark_Zuckerberg,Mark_Zuckerberg_001.jpg,0.0,0
Tom_Hardy,Tom_Hardy_002.jpg,0.9909427762031555,1
Tom_Hardy,Tom_Hardy_003.jpg,0.9990038275718689,1
Tom_Hardy,Tom_Hardy_001.jpg,0.0,0
Tom_Hardy,Tom_Hardy_004.jpg,0.9760222434997559,1
Tom_Hardy,Tom_Hardy_005.jpg,0.9978288412094116,1
Ben_Affleck,Ben_Affleck_003.jpg,0.9945189356803894,1
Ben_Affleck,Ben_Affleck_002.jpg,0.0,0
Ben_Affleck,Ben_Affleck_001.jpg,0.9928611516952515,1
Ben_Affleck,Ben_Affleck_005.jpg,0.0,0
Ben_Affleck,Ben_Affleck_004.jpg,0.0,0
Stephen_Amell,Stephen_Amell_001.jpg,0.0,0
Stephen_Amell,Stephen_Amell_002.jpg,0.0,0
Stephen_Amell,Stephen_Amell_003.jpg,0.0,0
Stephen_Amell,Stephen_Amell_004.jpg,0.9978986978530884,1
Stephen_Amell,Stephen_Amell_005.jpg,0.9984104633331299,1
Natalie_Dormer,Natalie_Dormer_002.jpg,0.9743982553482056,1
Natalie_Dormer,Natalie_Dormer_003.jpg,0.0,0
Natalie_Dormer,Natalie_Dormer_001.jpg,0.9804019331932068,1
Natalie_Dormer,Natalie_Dormer_004.jpg,0.9819172024726868,1
Natalie_Dormer,Natalie_Dormer_005.jpg,0.9985311031341553,1
Megan_Fox,Megan_Fox_001.jpg,0.0,0
Megan_Fox,Megan_Fox_002.jpg,0.0,0
Megan_Fox,Megan_Fox_003.jpg,0.9961246252059937,1
Megan_Fox,Megan_Fox_004.jpg,0.994067907333374,1
Megan_Fox,Megan_Fox_005.jpg,0.9988954067230225,1
Neil_Patrick_Harris,Neil_Patrick_Harris_001.jpg,0.9985910654067993,1
Neil_Patrick_Harris,Neil_Patrick_Harris_003.jpg,0.982669472694397,1
Neil_Patrick_Harris,Neil_Patrick_Harris_002.jpg,0.9995874762535095,1
Neil_Patrick_Harris,Neil_Patrick_Harris_005.jpg,0.9985867738723755,1
Neil_Patrick_Harris,Neil_Patrick_Harris_004.jpg,0.0,0
Avril_Lavigne,Avril_Lavigne_001.jpg,0.0,0
Avril_Lavigne,Avril_Lavigne_003.jpg,0.0,0
Avril_Lavigne,Avril_Lavigne_002.jpg,0.0,0
Avril_Lavigne,Avril_Lavigne_005.jpg,0.9858224987983704,1
Avril_Lavigne,Avril_Lavigne_004.jpg,0.0,0
Rebecca_Ferguson,Rebecca_Ferguson_005.jpg,0.0,0
Rebecca_Ferguson,Rebecca_Ferguson_004.jpg,0.9446207880973816,1
Rebecca_Ferguson,Rebecca_Ferguson_001.jpg,0.9897480010986328,1
Rebecca_Ferguson,Rebecca_Ferguson_003.jpg,0.0,0
Rebecca_Ferguson,Rebecca_Ferguson_002.jpg,0.0,0
Shakira,Shakira_002.jpg,0.9959743618965149,1
Shakira,Shakira_003.jpg,0.0,0
Shakira,Shakira_001.jpg,0.9979226589202881,1
Shakira,Shakira_004.jpg,0.9995198249816895,1
Shakira,Shakira_005.jpg,0.9984650611877441,1
Melissa_Fumero,Melissa_Fumero_004.jpg,0.9955954551696777,1
Melissa_Fumero,Melissa_Fumero_005.jpg,0.9985038638114929,1
Melissa_Fumero,Melissa_Fumero_001.jpg,0.9962586164474487,1
Melissa_Fumero,Melissa_Fumero_002.jpg,0.9989680051803589,1
Melissa_Fumero,Melissa_Fumero_003.jpg,0.994545578956604,1
Gal_Gadot,Gal_Gadot_003.jpg,0.0,0
Gal_Gadot,Gal_Gadot_002.jpg,0.0,0
Gal_Gadot,Gal_Gadot_001.jpg,0.0,0
Gal_Gadot,Gal_Gadot_005.jpg,0.0,0
Gal_Gadot,Gal_Gadot_004.jpg,0.9991967678070068,1
Selena_Gomez,Selena_Gomez_004.jpg,0.9976155757904053,1
Selena_Gomez,Selena_Gomez_005.jpg,0.9884750247001648,1
Selena_Gomez,Selena_Gomez_002.jpg,0.0,0
Selena_Gomez,Selena_Gomez_003.jpg,0.0,0
Selena_Gomez,Selena_Gomez_001.jpg,0.9978922605514526,1
Morena_Baccarin,Morena_Baccarin_005.jpg,0.9965620040893555,1
Morena_Baccarin,Morena_Baccarin_004.jpg,0.9898386001586914,1
Morena_Baccarin,Morena_Baccarin_003.jpg,0.9954532384872437,1
Morena_Baccarin,Morena_Baccarin_002.jpg,0.9972647428512573,1
Morena_Baccarin,Morena_Baccarin_001.jpg,0.9995329976081848,1
Tom_Cruise,Tom_Cruise_003.jpg,0.9266525506973267,1
Tom_Cruise,Tom_Cruise_002.jpg,0.9955868124961853,1
Tom_Cruise,Tom_Cruise_001.jpg,0.0,0
Tom_Cruise,Tom_Cruise_005.jpg,0.99708092212677,1
Tom_Cruise,Tom_Cruise_004.jpg,0.0,0
Adriana_Lima,Adriana_Lima_002.jpg,0.0,0
Adriana_Lima,Adriana_Lima_003.jpg,0.0,0
Adriana_Lima,Adriana_Lima_001.jpg,0.0,0
Adriana_Lima,Adriana_Lima_004.jpg,0.0,0
Adriana_Lima,Adriana_Lima_005.jpg,0.0,0
Tom_Hiddleston,Tom_Hiddleston_003.jpg,0.9985849857330322,1
Tom_Hiddleston,Tom_Hiddleston_002.jpg,0.9952151775360107,1
Tom_Hiddleston,Tom_Hiddleston_001.jpg,0.9992929100990295,1
Tom_Hiddleston,Tom_Hiddleston_005.jpg,0.9945525527000427,1
Tom_Hiddleston,Tom_Hiddleston_004.jpg,0.9978369474411011,1
Jessica_Barden,Jessica_Barden_005.jpg,0.926512598991394,1
Jessica_Barden,Jessica_Barden_004.jpg,0.9990079402923584,1
Jessica_Barden,Jessica_Barden_003.jpg,0.9885499477386475,1
Jessica_Barden,Jessica_Barden_002.jpg,0.9989578723907471,1
Jessica_Barden,Jessica_Barden_001.jpg,0.9980867505073547,1
Leonardo_DiCaprio,Leonardo_DiCaprio_005.jpg,0.0,0
Leonardo_DiCaprio,Leonardo_DiCaprio_004.jpg,0.9992802143096924,1
Leonardo_DiCaprio,Leonardo_DiCaprio_001.jpg,0.0,0
Leonardo_DiCaprio,Leonardo_DiCaprio_003.jpg,0.0,0
Leonardo_DiCaprio,Leonardo_DiCaprio_002.jpg,0.9683621525764465,1
Jimmy_Fallon,Jimmy_Fallon_002.jpg,0.0,0
Jimmy_Fallon,Jimmy_Fallon_003.jpg,0.9986993670463562,1
Jimmy_Fallon,Jimmy_Fallon_001.jpg,0.0,0
Jimmy_Fallon,Jimmy_Fallon_004.jpg,0.9008891582489014,3
Jimmy_Fallon,Jimmy_Fallon_005.jpg,0.9802204370498657,1
Elizabeth_Lail,Elizabeth_Lail_001.jpg,0.9978400468826294,1
Elizabeth_Lail,Elizabeth_Lail_002.jpg,0.9819566607475281,1
Elizabeth_Lail,Elizabeth_Lail_003.jpg,0.9992335438728333,1
Elizabeth_Lail,Elizabeth_Lail_004.jpg,0.9898512959480286,1
Elizabeth_Lail,Elizabeth_Lail_005.jpg,0.9983037710189819,1
Lili_Reinhart,Lili_Reinhart_004.jpg,0.9987383484840393,1
Lili_Reinhart,Lili_Reinhart_005.jpg,0.9873761534690857,1
Lili_Reinhart,Lili_Reinhart_002.jpg,0.9927901029586792,1
Lili_Reinhart,Lili_Reinhart_003.jpg,0.0,0
Lili_Reinhart,Lili_Reinhart_001.jpg,0.0,0
Anthony_Mackie,Anthony_Mackie_005.jpg,0.0,0
Anthony_Mackie,Anthony_Mackie_004.jpg,0.9980721473693848,1
Anthony_Mackie,Anthony_Mackie_003.jpg,0.0,0
Anthony_Mackie,Anthony_Mackie_002.jpg,0.9958484768867493,1
Anthony_Mackie,Anthony_Mackie_001.jpg,0.0,0
Gwyneth_Paltrow,Gwyneth_Paltrow_005.jpg,0.9886625409126282,1
Gwyneth_Paltrow,Gwyneth_Paltrow_004.jpg,0.9925407767295837,1
Gwyneth_Paltrow,Gwyneth_Paltrow_003.jpg,0.995818018913269,1
Gwyneth_Paltrow,Gwyneth_Paltrow_002.jpg,0.993363618850708,1
Gwyneth_Paltrow,Gwyneth_Paltrow_001.jpg,0.9992340207099915,1
Camila_Mendes,Camila_Mendes_003.jpg,0.9992105960845947,1
Camila_Mendes,Camila_Mendes_002.jpg,0.9676655530929565,1
Camila_Mendes,Camila_Mendes_001.jpg,0.9854636192321777,1
Camila_Mendes,Camila_Mendes_005.jpg,0.9986554384231567,1
Camila_Mendes,Camila_Mendes_004.jpg,0.9974849820137024,1
Margot_Robbie,Margot_Robbie_002.jpg,0.9971712827682495,1
Margot_Robbie,Margot_Robbie_003.jpg,0.9988577961921692,1
Margot_Robbie,Margot_Robbie_001.jpg,0.0,0
Margot_Robbie,Margot_Robbie_004.jpg,0.9984798431396484,1
Margot_Robbie,Margot_Robbie_005.jpg,0.9947891235351562,1
Morgan_Freeman,Morgan_Freeman_001.jpg,0.0,0
Morgan_Freeman,Morgan_Freeman_002.jpg,0.9959615468978882,1
Morgan_Freeman,Morgan_Freeman_003.jpg,0.0,0
Morgan_Freeman,Morgan_Freeman_004.jpg,0.0,0
Morgan_Freeman,Morgan_Freeman_005.jpg,0.0,0
Grant_Gustin,Grant_Gustin_002.jpg,0.0,0
Grant_Gustin,Grant_Gustin_003.jpg,0.0,0
Grant_Gustin,Grant_Gustin_001.jpg,0.0,0
Grant_Gustin,Grant_Gustin_004.jpg,0.0,0
Grant_Gustin,Grant_Gustin_005.jpg,0.9992340207099915,1
Lindsey_Morgan,Lindsey_Morgan_004.jpg,0.9818734526634216,1
Lindsey_Morgan,Lindsey_Morgan_005.jpg,0.9993072152137756,1
Lindsey_Morgan,Lindsey_Morgan_001.jpg,0.9989835619926453,1
Lindsey_Morgan,Lindsey_Morgan_002.jpg,0.994435727596283,1
Lindsey_Morgan,Lindsey_Morgan_003.jpg,0.9995329976081848,1
Jennifer_Lawrence,Jennifer_Lawrence_005.jpg,0.981846809387207,1
Jennifer_Lawrence,Jennifer_Lawrence_004.jpg,0.0,0
Jennifer_Lawrence,Jennifer_Lawrence_003.jpg,0.0,0
Jennifer_Lawrence,Jennifer_Lawrence_002.jpg,0.9844330549240112,1
Jennifer_Lawrence,Jennifer_Lawrence_001.jpg,0.9995731115341187,1
Katherine_Langford,Katherine_Langford_002.jpg,0.9992236495018005,1
Katherine_Langford,Katherine_Langford_003.jpg,0.0,0
Katherine_Langford,Katherine_Langford_001.jpg,0.0,0
Katherine_Langford,Katherine_Langford_004.jpg,0.9990059733390808,1
Katherine_Langford,Katherine_Langford_005.jpg,0.9993054270744324,1
Emma_Watson,Emma_Watson_001.jpg,0.0,0
Emma_Watson,Emma_Watson_003.jpg,0.9788821339607239,1
Emma_Watson,Emma_Watson_002.jpg,0.997132420539856,1
Emma_Watson,Emma_Watson_005.jpg,0.9627294540405273,1
Emma_Watson,Emma_Watson_004.jpg,0.0,0
Lionel_Messi,Lionel_Messi_001.jpg,0.9990013241767883,1
Lionel_Messi,Lionel_Messi_002.jpg,0.0,0
Lionel_Messi,Lionel_Messi_003.jpg,0.992989182472229,1
Lionel_Messi,Lionel_Messi_004.jpg,0.9977846145629883,1
Lionel_Messi,Lionel_Messi_005.jpg,0.9983649253845215,1
Rami_Malek,Rami_Malek_004.jpg,0.996091902256012,1
Rami_Malek,Rami_Malek_005.jpg,0.9943915009498596,1
Rami_Malek,Rami_Malek_002.jpg,0.9988441467285156,1
Rami_Malek,Rami_Malek_003.jpg,0.0,0
Rami_Malek,Rami_Malek_001.jpg,0.9710516929626465,1
Jeremy_Renner,Jeremy_Renner_004.jpg,0.9739116430282593,1
Jeremy_Renner,Jeremy_Renner_005.jpg,0.0,0
Jeremy_Renner,Jeremy_Renner_001.jpg,0.0,0
Jeremy_Renner,Jeremy_Renner_002.jpg,0.0,0
Jeremy_Renner,Jeremy_Renner_003.jpg,0.0,0
Mark_Ruffalo,Mark_Ruffalo_002.jpg,0.0,0
Mark_Ruffalo,Mark_Ruffalo_003.jpg,0.9993626475334167,1
Mark_Ruffalo,Mark_Ruffalo_001.jpg,0.9991108775138855,1
Mark_Ruffalo,Mark_Ruffalo_004.jpg,0.9938669204711914,1
Mark_Ruffalo,Mark_Ruffalo_005.jpg,0.9993553757667542,1
Sophie_Turner,Sophie_Turner_001.jpg,0.0,0
Sophie_Turner,Sophie_Turner_003.jpg,0.0,0
Sophie_Turner,Sophie_Turner_002.jpg,0.9971139430999756,1
Sophie_Turner,Sophie_Turner_005.jpg,0.9190787076950073,2
Sophie_Turner,Sophie_Turner_004.jpg,0.9942448735237122,1
Scarlett_Johansson,Scarlett_Johansson_005.jpg,0.0,0
Scarlett_Johansson,Scarlett_Johansson_004.jpg,0.0,0
Scarlett_Johansson,Scarlett_Johansson_001.jpg,0.0,0
Scarlett_Johansson,Scarlett_Johansson_003.jpg,0.0,0
Scarlett_Johansson,Scarlett_Johansson_002.jpg,0.9384991526603699,1
Elizabeth_Olsen,Elizabeth_Olsen_005.jpg,0.9921053051948547,1
Elizabeth_Olsen,Elizabeth_Olsen_004.jpg,0.0,0
Elizabeth_Olsen,Elizabeth_Olsen_001.jpg,0.0,0
Elizabeth_Olsen,Elizabeth_Olsen_003.jpg,0.9964354038238525,1
Elizabeth_Olsen,Elizabeth_Olsen_002.jpg,0.0,0
Dwayne_Johnson,Dwayne_Johnson_001.jpg,0.0,0
Dwayne_Johnson,Dwayne_Johnson_002.jpg,0.0,0
Dwayne_Johnson,Dwayne_Johnson_003.jpg,0.0,0
Dwayne_Johnson,Dwayne_Johnson_004.jpg,0.0,0
Dwayne_Johnson,Dwayne_Johnson_005.jpg,0.9912369251251221,1
Hugh_Jackman,Hugh_Jackman_001.jpg,0.0,0
Hugh_Jackman,Hugh_Jackman_003.jpg,0.0,0
Hugh_Jackman,Hugh_Jackman_002.jpg,0.9991518259048462,1
Hugh_Jackman,Hugh_Jackman_005.jpg,0.989989161491394,1
Hugh_Jackman,Hugh_Jackman_004.jpg,0.9991832375526428,1
Brie_Larson,Brie_Larson_001.jpg,0.9977080821990967,1
Brie_Larson,Brie_Larson_002.jpg,0.9913561940193176,1
Brie_Larson,Brie_Larson_003.jpg,0.9964998960494995,1
Brie_Larson,Brie_Larson_004.jpg,0.9982365369796753,1
Brie_Larson,Brie_Larson_005.jpg,0.9960035085678101,1
Henry_Cavill,Henry_Cavill_003.jpg,0.9044535756111145,2
Henry_Cavill,Henry_Cavill_002.jpg,0.0,0
Henry_Cavill,Henry_Cavill_001.jpg,0.9349743723869324,1
Henry_Cavill,Henry_Cavill_005.jpg,0.0,0
Henry_Cavill,Henry_Cavill_004.jpg,0.9888651371002197,1
Inbar_Lavi,Inbar_Lavi_005.jpg,0.0,0
Inbar_Lavi,Inbar_Lavi_004.jpg,0.9986516237258911,1
Inbar_Lavi,Inbar_Lavi_003.jpg,0.9309271574020386,1
Inbar_Lavi,Inbar_Lavi_002.jpg,0.0,0
Inbar_Lavi,Inbar_Lavi_001.jpg,0.9952834248542786,1
Amber_Heard,Amber_Heard_002.jpg,0.0,0
Amber_Heard,Amber_Heard_003.jpg,0.0,0
Amber_Heard,Amber_Heard_001.jpg,0.9951895475387573,1
Amber_Heard,Amber_Heard_004.jpg,0.9984416365623474,1
Amber_Heard,Amber_Heard_005.jpg,0.9796435236930847,1
Andy_Samberg,Andy_Samberg_001.jpg,0.0,0
Andy_Samberg,Andy_Samberg_002.jpg,0.9990647435188293,1
Andy_Samberg,Andy_Samberg_003.jpg,0.0,0
Andy_Samberg,Andy_Samberg_004.jpg,0.0,0
Andy_Samberg,Andy_Samberg_005.jpg,0.0,0
Christian_Bale,Christian_Bale_004.jpg,0.9918996691703796,1
Christian_Bale,Christian_Bale_005.jpg,0.0,0
Christian_Bale,Christian_Bale_001.jpg,0.992413341999054,1
Christian_Bale,Christian_Bale_002.jpg,0.0,0
Christian_Bale,Christian_Bale_003.jpg,0.9972072839736938,1
Narendra_Modi,modi4.jpg,0.9994978904724121,1
Narendra_Modi,modi1.jpg,0.999605119228363,1
Narendra_Modi,modi0.jpg,0.9996042847633362,1
Narendra_Modi,modi2.jpg,0.9998906850814819,1
Narendra_Modi,modi3.jpg,0.9992993474006653,1
Ellen_Page,Ellen_Page_005.jpg,0.9935274720191956,1
Ellen_Page,Ellen_Page_004.jpg,0.998874843120575,1
Ellen_Page,Ellen_Page_001.jpg,0.0,0
Ellen_Page,Ellen_Page_003.jpg,0.9994421005249023,1
Ellen_Page,Ellen_Page_002.jpg,0.9991856217384338,1
Emilia_Clarke,Emilia_Clarke_002.jpg,0.0,0
Emilia_Clarke,Emilia_Clarke_003.jpg,0.0,0
Emilia_Clarke,Emilia_Clarke_001.jpg,0.0,0
Emilia_Clarke,Emilia_Clarke_004.jpg,0.992504358291626,1
Emilia_Clarke,Emilia_Clarke_005.jpg,0.9991212487220764,1
Keanu_Reeves,Keanu_Reeves_004.jpg,0.996482789516449,1
Keanu_Reeves,Keanu_Reeves_005.jpg,0.9452378153800964,1
Keanu_Reeves,Keanu_Reeves_002.jpg,0.9919357895851135,1
Keanu_Reeves,Keanu_Reeves_003.jpg,0.0,0
Keanu_Reeves,Keanu_Reeves_001.jpg,0.0,0
Irina_Shayk,Irina_Shayk_005.jpg,0.0,0
Irina_Shayk,Irina_Shayk_004.jpg,0.9959876537322998,1
Irina_Shayk,Irina_Shayk_001.jpg,0.0,0
Irina_Shayk,Irina_Shayk_003.jpg,0.0,0
Irina_Shayk,Irina_Shayk_002.jpg,0.9891366362571716,1
Eliza_Taylor,Eliza_Taylor_004.jpg,0.9971251487731934,1
Eliza_Taylor,Eliza_Taylor_005.jpg,0.9960950016975403,1
Eliza_Taylor,Eliza_Taylor_002.jpg,0.9987660646438599,1
Eliza_Taylor,Eliza_Taylor_003.jpg,0.9894960522651672,1
Eliza_Taylor,Eliza_Taylor_001.jpg,0.9993533492088318,1
Rihanna,Rihanna_001.jpg,0.0,0
Rihanna,Rihanna_003.jpg,0.9681369662284851,1
Rihanna,Rihanna_002.jpg,0.0,0
Rihanna,Rihanna_005.jpg,0.9967254996299744,1
Rihanna,Rihanna_004.jpg,0.9979277849197388,1
Maria_Pedraza,Maria_Pedraza_002.jpg,0.0,0
Maria_Pedraza,Maria_Pedraza_003.jpg,0.9806836247444153,1
Maria_Pedraza,Maria_Pedraza_001.jpg,0.0,0
Maria_Pedraza,Maria_Pedraza_004.jpg,0.9109389781951904,3
Maria_Pedraza,Maria_Pedraza_005.jpg,0.0,0
Maisie_Williams,Maisie_Williams_005.jpg,0.9893624782562256,1
Maisie_Williams,Maisie_Williams_004.jpg,0.9977031946182251,1
Maisie_Williams,Maisie_Williams_001.jpg,0.0,0
Maisie_Williams,Maisie_Williams_003.jpg,0.9993906021118164,1
Maisie_Williams,Maisie_Williams_002.jpg,0.995121419429779,1
Logan_Lerman,Logan_Lerman_005.jpg,0.0,0
Logan_Lerman,Logan_Lerman_004.jpg,0.9978692531585693,1
Logan_Lerman,Logan_Lerman_003.jpg,0.0,0
Logan_Lerman,Logan_Lerman_002.jpg,0.9994549751281738,1
Logan_Lerman,Logan_Lerman_001.jpg,0.9991797804832458,1
Kiernan_Shipka,Kiernan_Shipka_002.jpg,0.9974374771118164,1
Kiernan_Shipka,Kiernan_Shipka_003.jpg,0.998881995677948,1
Kiernan_Shipka,Kiernan_Shipka_001.jpg,0.0,0
Kiernan_Shipka,Kiernan_Shipka_004.jpg,0.9996729493141174,1
Kiernan_Shipka,Kiernan_Shipka_005.jpg,0.9994382858276367,1
Jason_Momoa,Jason_Momoa_002.jpg,0.997566819190979,1
Jason_Momoa,Jason_Momoa_003.jpg,0.0,0
Jason_Momoa,Jason_Momoa_001.jpg,0.0,0
Jason_Momoa,Jason_Momoa_004.jpg,0.9995213747024536,1
Jason_Momoa,Jason_Momoa_005.jpg,0.9992702007293701,1
Brenton_Thwaites,Brenton_Thwaites_001.jpg,0.9423509836196899,1
Brenton_Thwaites,Brenton_Thwaites_002.jpg,0.9985212087631226,1
Brenton_Thwaites,Brenton_Thwaites_003.jpg,0.9969609975814819,1
Brenton_Thwaites,Brenton_Thwaites_004.jpg,0.0,0
Brenton_Thwaites,Brenton_Thwaites_005.jpg,0.0,0
Amanda_Crew,Amanda_Crew_001.jpg,0.996603786945343,1
Amanda_Crew,Amanda_Crew_002.jpg,0.9988927841186523,1
Amanda_Crew,Amanda_Crew_003.jpg,0.9836137890815735,1
Amanda_Crew,Amanda_Crew_004.jpg,0.9959836006164551,1
Amanda_Crew,Amanda_Crew_005.jpg,0.9972798824310303,1
Bill_Gates,Bill_Gates_003.jpg,0.9968006610870361,1
Bill_Gates,Bill_Gates_002.jpg,0.0,0
Bill_Gates,Bill_Gates_001.jpg,0.0,0
Bill_Gates,Bill_Gates_005.jpg,0.9930533170700073,1
Bill_Gates,Bill_Gates_004.jpg,0.9980910420417786,1
Katharine_McPhee,Katharine_McPhee_001.jpg,0.0,0
Katharine_McPhee,Katharine_McPhee_002.jpg,0.0,0
