unknown_identity,closest_match,quality_score,best_similarity,second_similarity,margin,label,svm_decision,confidence_score,final_decision
Stephen_Thompson,Spencer_Abraham,23.427322387695312,0.22386749,0.17626816,0.04759933,0,0,0.006933241505038609,REJECT
Paul_Murphy,Hans_Blix,21.016830444335938,0.1991744,0.1847632,0.014411211,0,0,0.004501139290274902,REJECT
Paul_Murphy,Walter_Mondale,15.837921142578123,0.22534175,0.20848507,0.016856685,0,0,0.0021262889502018964,REJECT
Paul_Murphy,Walter_Mondale,20.293365478515625,0.19788152,0.19224307,0.0056384504,0,0,0.0039127604461511875,REJECT
Paul_Murphy,Walter_Mondale,17.342079162597656,0.21568169,0.20944753,0.006234154,0,0,0.0022478398493080967,REJECT
Michael_Piuze,Anna_Kournikova,14.390621185302734,0.15909034,0.15186131,0.00722903,0,0,0.0027750409454078313,REJECT
Michael_Piuze,Luiz_Inacio_Lula_da_Silva,16.241527557373047,0.20667574,0.16965531,0.03702043,0,0,0.0022879499590914816,REJECT
Michael_Piuze,Anna_Kournikova,14.891073226928713,0.19307119,0.18380024,0.009270951,0,0,0.0021316987786349803,REJECT
Michael_Piuze,Anna_Kournikova,21.776460647583008,0.20669372,0.19340038,0.013293341,0,0,0.0050264811285001525,REJECT
S_Jayakumar,Tiger_Woods,24.51185607910156,0.22008464,0.20180756,0.018277079,0,0,0.007475559848379832,REJECT
S_Jayakumar,Tiger_Woods,19.10917282104492,0.21319465,0.18770003,0.02549462,0,0,0.0030902945936723734,REJECT
S_Jayakumar,Tiger_Woods,19.91129493713379,0.17660813,0.1593514,0.017256737,0,0,0.004171872299784908,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,15.075396537780762,0.26655054,0.21218711,0.05436343,0,0,0.004440718187518836,REJECT
S_Jayakumar,Tiger_Woods,16.23981285095215,0.21559815,0.17303862,0.042559534,0,0,0.0024097782776835316,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,16.19855499267578,0.2669693,0.21925774,0.04771155,0,0,0.004083901450361304,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,20.859851837158203,0.27049074,0.20214562,0.068345115,0,0,0.008345686228897808,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,20.07269859313965,0.2573377,0.23805873,0.019278958,0,0,0.004049971160865513,REJECT
Phil_Bredesen,Hans_Blix,27.398162841796875,0.19591962,0.19134995,0.0045696646,0,0,0.01277756794678812,REJECT
Phil_Bredesen,Hans_Blix,19.798500061035156,0.2056075,0.17247808,0.033129424,0,0,0.00361927707299817,REJECT
Phil_Bredesen,Hans_Blix,23.0858097076416,0.17901655,0.17337736,0.0056391805,0,0,0.007976451933906418,REJECT
Phil_Bredesen,Hans_Blix,15.783212661743164,0.20163938,0.19477549,0.006863892,0,0,0.0020534377882060915,REJECT
Bob_Beauprez,Hans_Blix,33.47160339355469,0.23019633,0.21925016,0.0109461695,0,0,0.017656414262799947,REJECT
Bob_Beauprez,Hans_Blix,24.730165481567383,0.23064773,0.21856081,0.012086913,0,0,0.007384678793259995,REJECT
Bob_Beauprez,Hans_Blix,25.13220977783203,0.18466535,0.17551959,0.0091457665,0,0,0.010544608976109291,REJECT
Bob_Beauprez,Hans_Blix,33.78923797607422,0.22140616,0.20768782,0.013718337,0,0,0.018876718042717414,REJECT
Bob_Beauprez,Hans_Blix,17.41845703125,0.23679402,0.16799346,0.06880057,0,0,0.0038372695939978235,REJECT
Bob_Beauprez,Hans_Blix,25.264732360839844,0.20437285,0.204303,6.9856644e-05,0,0,0.009244952491788963,REJECT
Bob_Beauprez,Hans_Blix,27.53905487060547,0.21029675,0.20012322,0.010173529,0,0,0.011402426596986832,REJECT
Bob_Beauprez,Hans_Blix,17.476806640625,0.20194405,0.16200776,0.03993629,0,0,0.0025857694428544414,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,20.540996551513672,0.23803136,0.22559604,0.012435317,0,0,0.0038478815352821485,REJECT
Federico_Trillo,Spencer_Abraham,18.898387908935547,0.31161255,0.24703115,0.064581394,0,0,0.01487097382117181,REJECT
Federico_Trillo,Nicole_Kidman,15.257551193237305,0.29450715,0.21045536,0.08405179,0,0,0.012494438055346772,REJECT
Federico_Trillo,Spencer_Abraham,19.08684539794922,0.33404583,0.28444725,0.049598575,0,0,0.019913663045228867,REJECT
Federico_Trillo,Spencer_Abraham,16.549043655395508,0.28653055,0.22586627,0.06066428,0,0,0.007044155571940799,REJECT
Federico_Trillo,Nicole_Kidman,14.666658401489258,0.27909467,0.24664593,0.03244874,0,0,0.0042542875931470435,REJECT
Federico_Trillo,Tommy_Franks,15.63005828857422,0.20998973,0.20841117,0.0015785545,0,0,0.0020037957659274444,REJECT
Federico_Trillo,Spencer_Abraham,15.975634574890137,0.29264167,0.24293032,0.049711347,0,0,0.006679683818342679,REJECT
Federico_Trillo,Nicole_Kidman,15.119604110717772,0.27106655,0.206709,0.06435755,0,0,0.005492658611565547,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,15.483129501342772,0.21132219,0.20493533,0.006386861,0,0,0.002014372141119812,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,16.547597885131836,0.25293687,0.23490095,0.018035918,0,0,0.0025984179200912705,REJECT
Federico_Trillo,Nicole_Kidman,15.167332649230955,0.23538661,0.2079058,0.02748081,0,0,0.002380275292111627,REJECT
Fred_Durst,Carlos_Moya,15.266105651855469,0.18341976,0.15652098,0.026898786,0,0,0.0022480871676208362,REJECT
Fred_Durst,Carlos_Moya,28.41096305847168,0.19815907,0.16160205,0.03655702,0,0,0.01317278174374906,REJECT
Fred_Durst,Carlos_Moya,19.314538955688477,0.15613991,0.15311319,0.0030267239,0,0,0.004638113833477603,REJECT
Fred_Durst,Carlos_Moya,34.81911087036133,0.17761326,0.14197029,0.035642967,0,0,0.027263105470634402,REJECT
Marina_Silva,Hans_Blix,34.11037063598633,0.19107182,0.15720074,0.033871084,0,0,0.022876496926830234,REJECT
Marina_Silva,Hans_Blix,28.37558364868164,0.17848252,0.13913263,0.039349884,0,0,0.015400932901248032,REJECT
Marina_Silva,Hans_Blix,16.17829132080078,0.18148553,0.15372273,0.0277628,0,0,0.0023234375151042403,REJECT
Marina_Silva,Hans_Blix,24.035076141357425,0.20250955,0.15171221,0.050797343,0,0,0.00796843827095358,REJECT
