quality_score,det_score,best_similarity,second_best_similarity,margin,true_identity,predicted_identity,label
17.341917037963867,0.0,0.49574038,0.29300016,0.20274022,Andy_Roddick,Andy_Roddick,1
14.896953582763672,0.0,0.5777488,0.28074086,0.29700792,Andy_Roddick,Andy_Roddick,1
18.898895263671875,0.0,0.43658954,0.27131033,0.16527921,Andy_Roddick,Andy_Roddick,1
15.302001953125,0.0,0.4746955,0.26289982,0.21179569,Andy_Roddick,Andy_Roddick,1
14.075935363769531,0.0,0.4465469,0.24818254,0.19836438,Andy_Roddick,Andy_Roddick,1
24.924402236938477,0.0,0.4890092,0.28887284,0.20013636,Andy_Roddick,Andy_Roddick,1
15.562572479248047,0.0,0.56849134,0.29954758,0.26894376,Andy_Roddick,Andy_Roddick,1
17.581554412841797,0.0,0.47550777,0.23345572,0.24205205,Andy_Roddick,Andy_Roddick,1
32.42283248901367,0.0,0.57039833,0.22602625,0.3443721,John_Paul_II,John_Paul_II,1
40.871917724609375,0.0,0.59735715,0.21283716,0.38452,John_Paul_II,John_Paul_II,1
32.66034698486328,0.0,0.574576,0.27643552,0.2981405,John_Paul_II,John_Paul_II,1
23.738391876220703,0.0,0.54407173,0.23680338,0.30726835,John_Paul_II,John_Paul_II,1
15.288080215454102,0.0,0.62363064,0.22836365,0.395267,John_Paul_II,John_Paul_II,1
20.940994262695312,0.0,0.5525761,0.2701375,0.28243864,John_Paul_II,John_Paul_II,1
20.044126510620117,0.0,0.6145404,0.20611948,0.40842092,John_Paul_II,John_Paul_II,1
16.72872543334961,0.0,0.5361962,0.26920083,0.26699534,John_Paul_II,John_Paul_II,1
15.235250473022461,0.0,0.5459862,0.21437082,0.33161536,John_Paul_II,John_Paul_II,1
22.2545223236084,0.0,0.6258069,0.22665095,0.39915597,John_Paul_II,John_Paul_II,1
23.53446388244629,0.0,0.5625463,0.28742206,0.27512425,John_Paul_II,John_Paul_II,1
18.089820861816406,0.0,0.58435166,0.2139309,0.37042075,John_Paul_II,John_Paul_II,1
15.020994186401367,0.0,0.461475,0.18935853,0.27211648,Tom_Hanks,Tom_Hanks,1
15.526503562927246,0.0,0.55242836,0.28753924,0.26488912,Tom_Hanks,Tom_Hanks,1
16.789695739746094,0.0,0.50439996,0.21975735,0.2846426,Tom_Hanks,Tom_Hanks,1
16.08522605895996,0.0,0.62108606,0.32594514,0.29514092,Tom_Hanks,Tom_Hanks,1
15.7880859375,0.0,0.5047332,0.26725894,0.23747426,Tom_Hanks,Tom_Hanks,1
13.392416000366211,0.0,0.53699255,0.3031755,0.23381704,Tom_Hanks,Tom_Hanks,1
20.440776824951172,0.0,0.66728115,0.3353748,0.33190635,Tom_Hanks,Tom_Hanks,1
23.15891456604004,0.0,0.5067856,0.24826898,0.2585166,Tom_Hanks,Tom_Hanks,1
27.735767364501953,0.0,0.64927083,0.23169288,0.41757795,Dick_Cheney,Dick_Cheney,1
23.564735412597656,0.0,0.44234318,0.23406923,0.20827395,Dick_Cheney,Dick_Cheney,1
16.599252700805664,0.0,0.6869587,0.23725685,0.44970182,Dick_Cheney,Dick_Cheney,1
15.875838279724121,0.0,0.43664294,0.24429424,0.1923487,Dick_Cheney,Dick_Cheney,1
21.842491149902344,0.0,0.6862139,0.20399556,0.48221835,Dick_Cheney,Dick_Cheney,1
23.69183349609375,0.0,0.6869744,0.2820183,0.4049561,Dick_Cheney,Dick_Cheney,1
25.347326278686523,0.0,0.59930503,0.2946276,0.30467743,Dick_Cheney,Dick_Cheney,1
19.619977951049805,0.0,0.45771742,0.27331463,0.1844028,Dick_Cheney,Dick_Cheney,1
32.097084045410156,0.0,0.6796928,0.27769956,0.40199324,Dick_Cheney,Dick_Cheney,1
14.084823608398438,0.0,0.41278866,0.23263998,0.18014868,Dick_Cheney,Dick_Cheney,1
16.31633758544922,0.0,0.59804726,0.30495858,0.29308867,Dick_Cheney,Dick_Cheney,1
31.984142303466797,0.0,0.66703475,0.2562607,0.41077405,Dick_Cheney,Dick_Cheney,1
14.882913589477539,0.0,0.3824095,0.20669602,0.1757135,Fidel_Castro,Fidel_Castro,1
24.935161590576172,0.0,0.5278765,0.2755919,0.2522846,Fidel_Castro,Fidel_Castro,1
15.511835098266602,0.0,0.64690727,0.22140685,0.42550042,Fidel_Castro,Fidel_Castro,1
16.081199645996094,0.0,0.63189185,0.21713433,0.41475752,Fidel_Castro,Fidel_Castro,1
24.038379669189453,0.0,0.52244717,0.28375283,0.23869434,Fidel_Castro,Fidel_Castro,1
14.891434669494629,0.0,0.36956853,0.20877828,0.16079025,Fidel_Castro,Fidel_Castro,1
15.545196533203125,0.0,0.49915385,0.2623374,0.23681647,Fidel_Castro,Fidel_Castro,1
19.02548599243164,0.0,0.6521596,0.2369109,0.4152487,Fidel_Castro,Fidel_Castro,1
15.863463401794434,0.0,0.46051994,0.23875326,0.22176668,Fidel_Castro,Fidel_Castro,1
14.409347534179688,0.0,0.68939716,0.18846802,0.5009291,Fidel_Castro,Fidel_Castro,1
20.40985870361328,0.0,0.53251326,0.2441369,0.28837636,Fidel_Castro,Fidel_Castro,1
17.951332092285156,0.0,0.50766677,0.27662468,0.23104209,Fidel_Castro,Fidel_Castro,1
14.821834564208984,0.0,0.43620947,0.21214506,0.22406441,Fidel_Castro,Fidel_Castro,1
17.397815704345703,0.0,0.5292606,0.2615491,0.2677115,Fidel_Castro,Fidel_Castro,1
14.27795696258545,0.0,0.3808537,0.21354087,0.16731285,Fidel_Castro,Fidel_Castro,1
19.270030975341797,0.0,0.5056878,0.23971091,0.26597685,Fidel_Castro,Fidel_Castro,1
15.532124519348145,0.0,0.5910102,0.2656654,0.3253448,Bill_McBride,Bill_McBride,1
12.476462364196777,0.0,0.5081048,0.27566868,0.23243612,Bill_McBride,Bill_McBride,1
15.244903564453125,0.0,0.6011688,0.25255913,0.3486097,Bill_McBride,Bill_McBride,1
14.757026672363281,0.0,0.49177372,0.2785624,0.21321133,Bill_McBride,Bill_McBride,1
20.841716766357422,0.0,0.53180397,0.31282213,0.21898183,Bill_McBride,Bill_McBride,1
26.237003326416016,0.0,0.5409588,0.28171897,0.25923985,Bill_McBride,Bill_McBride,1
18.217823028564453,0.0,0.5283481,0.28495485,0.24339324,Bill_McBride,Bill_McBride,1
23.003955841064453,0.0,0.6450372,0.25322753,0.39180964,Bill_McBride,Bill_McBride,1
14.756074905395508,0.0,0.67565274,0.30805415,0.3675986,Tom_Daschle,Tom_Daschle,1
25.613487243652344,0.0,0.7140212,0.2818169,0.4322043,Tom_Daschle,Tom_Daschle,1
26.549198150634766,0.0,0.7038932,0.24111027,0.46278292,Tom_Daschle,Tom_Daschle,1
25.713361740112305,0.0,0.7111019,0.25100258,0.4600993,Tom_Daschle,Tom_Daschle,1
16.646259307861328,0.0,0.7176328,0.24541207,0.47222072,Tom_Daschle,Tom_Daschle,1
14.455081939697266,0.0,0.7072122,0.21072325,0.49648896,Tom_Daschle,Tom_Daschle,1
19.383289337158203,0.0,0.7226941,0.25748998,0.46520412,Tom_Daschle,Tom_Daschle,1
24.91309928894043,0.0,0.73385966,0.24361262,0.49024704,Tom_Daschle,Tom_Daschle,1
36.68931198120117,0.0,0.70792294,0.26951706,0.43840587,Tom_Daschle,Tom_Daschle,1
18.580650329589844,0.0,0.67040867,0.2870236,0.38338506,Tom_Daschle,Tom_Daschle,1
32.016014099121094,0.0,0.7800176,0.27237552,0.5076421,Tom_Daschle,Tom_Daschle,1
18.917123794555664,0.0,0.73858136,0.24524006,0.4933413,Tom_Daschle,Tom_Daschle,1
16.26137924194336,0.0,0.7563997,0.2773535,0.4790462,Tom_Daschle,Tom_Daschle,1
21.061893463134766,0.0,0.7708236,0.25419152,0.5166321,Tom_Daschle,Tom_Daschle,1
34.15522766113281,0.0,0.7830453,0.26442567,0.51861966,Tom_Daschle,Tom_Daschle,1
17.420833587646484,0.0,0.69019264,0.24779832,0.44239432,Tom_Daschle,Tom_Daschle,1
18.350383758544922,0.0,0.76231706,0.26592305,0.496394,Tom_Daschle,Tom_Daschle,1
13.697604179382324,0.0,0.67677426,0.26866055,0.40811372,Tom_Daschle,Tom_Daschle,1
19.010713577270508,0.0,0.75487065,0.23535302,0.51951766,Tom_Daschle,Tom_Daschle,1
20.63132095336914,0.0,0.7918163,0.24953479,0.5422815,Tom_Daschle,Tom_Daschle,1
17.779850006103516,0.0,0.5095589,0.22872591,0.280833,Alvaro_Uribe,Alvaro_Uribe,1
17.321535110473633,0.0,0.65230095,0.26653975,0.3857612,Alvaro_Uribe,Alvaro_Uribe,1
16.280031204223633,0.0,0.55788374,0.22164622,0.33623752,Alvaro_Uribe,Alvaro_Uribe,1
13.81557846069336,0.0,0.5705031,0.25422895,0.31627417,Alvaro_Uribe,Alvaro_Uribe,1
25.24552345275879,0.0,0.65223527,0.2588842,0.39335108,Alvaro_Uribe,Alvaro_Uribe,1
13.813177108764648,0.0,0.5043587,0.25021964,0.25413907,Alvaro_Uribe,Alvaro_Uribe,1
19.741355895996094,0.0,0.6521112,0.22400242,0.42810875,Alvaro_Uribe,Alvaro_Uribe,1
20.051204681396484,0.0,0.591631,0.2381535,0.35347748,Alvaro_Uribe,Alvaro_Uribe,1
15.58653450012207,0.0,0.59608364,0.23950765,0.356576,Alvaro_Uribe,Alvaro_Uribe,1
21.05070686340332,0.0,0.56318253,0.22740366,0.3357789,Alvaro_Uribe,Alvaro_Uribe,1
17.439830780029297,0.0,0.643247,0.23307057,0.41017646,Alvaro_Uribe,Alvaro_Uribe,1
15.440770149230957,0.0,0.55194676,0.21376827,0.3381785,Alvaro_Uribe,Alvaro_Uribe,1
15.106551170349121,0.0,0.62526953,0.25271034,0.3725592,Alvaro_Uribe,Alvaro_Uribe,1
20.793651580810547,0.0,0.6369618,0.2589131,0.37804872,Alvaro_Uribe,Alvaro_Uribe,1
17.58304214477539,0.0,0.616609,0.25657135,0.36003762,Alvaro_Uribe,Alvaro_Uribe,1
15.519021034240723,0.0,0.6035477,0.25431514,0.34923255,Alvaro_Uribe,Alvaro_Uribe,1
18.716230392456055,0.0,0.597819,0.25460747,0.3432115,Alvaro_Uribe,Alvaro_Uribe,1
18.894210815429688,0.0,0.5859684,0.22549154,0.36047685,Alvaro_Uribe,Alvaro_Uribe,1
16.303443908691406,0.0,0.55281365,0.2559073,0.29690635,Alvaro_Uribe,Alvaro_Uribe,1
17.296852111816406,0.0,0.5675659,0.268698,0.2988679,Alvaro_Uribe,Alvaro_Uribe,1
15.8842191696167,0.0,0.5930294,0.23855594,0.35447344,Alvaro_Uribe,Alvaro_Uribe,1
13.235271453857422,0.0,0.60018814,0.20993955,0.3902486,Alvaro_Uribe,Alvaro_Uribe,1
14.729313850402832,0.0,0.51046795,0.24696726,0.2635007,Alvaro_Uribe,Alvaro_Uribe,1
26.94591522216797,0.0,0.57484996,0.25305995,0.32179,Alvaro_Uribe,Alvaro_Uribe,1
21.028629302978516,0.0,0.60781693,0.23290533,0.3749116,Alvaro_Uribe,Alvaro_Uribe,1
20.927873611450195,0.0,0.62584895,0.25297266,0.3728763,Alvaro_Uribe,Alvaro_Uribe,1
13.434886932373047,0.0,0.509258,0.2686009,0.24065706,Alvaro_Uribe,Alvaro_Uribe,1
22.258190155029297,0.0,0.6117738,0.22203636,0.38973743,Alvaro_Uribe,Alvaro_Uribe,1
18.31377410888672,0.0,0.6014732,0.2683587,0.3331145,Mark_Philippoussis,Mark_Philippoussis,1
20.077863693237305,0.0,0.36258903,0.24843082,0.11415821,Mark_Philippoussis,Mark_Philippoussis,1
15.679853439331055,0.0,0.5840342,0.22575593,0.35827827,Mark_Philippoussis,Mark_Philippoussis,1
14.811095237731934,0.0,0.5410969,0.334124,0.20697293,Mark_Philippoussis,Mark_Philippoussis,1
17.406856536865234,0.0,0.5842043,0.24996921,0.3342351,Mark_Philippoussis,Mark_Philippoussis,1
15.376953125,0.0,0.53966784,0.21915121,0.32051665,Mark_Philippoussis,Mark_Philippoussis,1
15.954324722290039,0.0,0.52603567,0.22279109,0.3032446,Mark_Philippoussis,Mark_Philippoussis,1
15.950211524963379,0.0,0.38934633,0.2551669,0.13417944,Mark_Philippoussis,Mark_Philippoussis,1
19.857955932617188,0.0,0.60687476,0.32802618,0.2788486,Mark_Philippoussis,Mark_Philippoussis,1
17.03050994873047,0.0,0.32074472,0.22976503,0.090979695,Mark_Philippoussis,Mark_Philippoussis,1
14.649011611938477,0.0,0.32760674,0.21571606,0.11189067,Mark_Philippoussis,Mark_Philippoussis,1
24.261959075927734,0.0,0.6087365,0.31979325,0.28894326,Mark_Philippoussis,Mark_Philippoussis,1
23.179012298583984,0.0,0.7523931,0.3444392,0.40795392,Venus_Williams,Venus_Williams,1
14.271717071533203,0.0,0.6885197,0.3005825,0.38793722,Venus_Williams,Venus_Williams,1
13.282609939575195,0.0,0.69938046,0.3311159,0.36826456,Venus_Williams,Venus_Williams,1
19.092601776123047,0.0,0.66968787,0.32438213,0.34530574,Venus_Williams,Venus_Williams,1
16.735244750976562,0.0,0.7122302,0.34248412,0.3697461,Venus_Williams,Venus_Williams,1
14.26143741607666,0.0,0.6721725,0.33420524,0.33796725,Venus_Williams,Venus_Williams,1
16.501522064208984,0.0,0.74192864,0.3272093,0.41471934,Venus_Williams,Venus_Williams,1
38.9752197265625,0.0,0.7479516,0.3924253,0.35552633,Venus_Williams,Venus_Williams,1
34.44767379760742,0.0,0.603734,0.39800614,0.20572788,Venus_Williams,Venus_Williams,1
16.352293014526367,0.0,0.5693836,0.37042797,0.19895566,Venus_Williams,Venus_Williams,1
22.19708251953125,0.0,0.68248785,0.3302074,0.35228044,Venus_Williams,Venus_Williams,1
21.058788299560547,0.0,0.60932636,0.39159495,0.21773142,Venus_Williams,Venus_Williams,1
20.213253021240234,0.0,0.596794,0.41208082,0.18471318,Venus_Williams,Venus_Williams,1
14.929292678833008,0.0,0.73749506,0.3422103,0.39528477,Venus_Williams,Venus_Williams,1
17.11023712158203,0.0,0.68124485,0.351291,0.32995385,Venus_Williams,Venus_Williams,1
22.958101272583008,0.0,0.73603415,0.38689125,0.3491429,Venus_Williams,Venus_Williams,1
20.255130767822266,0.0,0.32402876,0.26304442,0.060984343,Mohammad_Khatami,Mohammad_Khatami,1
15.950300216674805,0.0,0.40478992,0.32368964,0.081100285,Mohammad_Khatami,Donald_Rumsfeld,0
17.378772735595703,0.0,0.35061088,0.24922451,0.10138637,Mohammad_Khatami,Mohammad_Khatami,1
22.33099365234375,0.0,0.32674968,0.28745908,0.039290607,Mohammad_Khatami,Mohammad_Khatami,1
19.786884307861328,0.0,0.28199428,0.27862233,0.003371954,Mohammad_Khatami,Taha_Yassin_Ramadan,0
16.14522933959961,0.0,0.35986322,0.32978213,0.030081093,Mohammad_Khatami,Donald_Rumsfeld,0
22.22031021118164,0.0,0.39318946,0.36355925,0.029630214,Mohammad_Khatami,Donald_Rumsfeld,0
17.71365737915039,0.0,0.39998168,0.3566842,0.04329747,Mohammad_Khatami,Donald_Rumsfeld,0
14.507829666137695,0.0,0.63629293,0.20776957,0.42852336,Condoleezza_Rice,Condoleezza_Rice,1
30.501495361328125,0.0,0.6507612,0.22355694,0.42720425,Condoleezza_Rice,Condoleezza_Rice,1
19.633895874023438,0.0,0.6449644,0.17201632,0.47294807,Condoleezza_Rice,Condoleezza_Rice,1
13.788886070251465,0.0,0.7356509,0.20771797,0.52793294,Condoleezza_Rice,Condoleezza_Rice,1
16.180788040161133,0.0,0.8126514,0.24609743,0.56655395,Condoleezza_Rice,Condoleezza_Rice,1
25.924602508544922,0.0,0.64808637,0.19945571,0.44863066,Condoleezza_Rice,Condoleezza_Rice,1
14.55223560333252,0.0,0.5944027,0.16888577,0.4255169,Condoleezza_Rice,Condoleezza_Rice,1
30.76427459716797,0.0,0.69890916,0.2096327,0.48927647,Condoleezza_Rice,Condoleezza_Rice,1
14.86907958984375,0.0,0.7444395,0.22996867,0.5144708,Condoleezza_Rice,Condoleezza_Rice,1
21.70035743713379,0.0,0.6958719,0.1978972,0.4979747,Condoleezza_Rice,Condoleezza_Rice,1
18.19145965576172,0.0,0.6316257,0.18294722,0.4486785,Condoleezza_Rice,Condoleezza_Rice,1
15.105478286743164,0.0,0.7899724,0.22835645,0.56161594,Condoleezza_Rice,Condoleezza_Rice,1
18.967578887939453,0.0,0.62017065,0.30895835,0.3112123,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
18.850631713867188,0.0,0.70987046,0.20146382,0.50840664,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
24.139873504638672,0.0,0.70676905,0.22279373,0.48397532,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
20.529682159423828,0.0,0.640805,0.30466712,0.3361379,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
23.042879104614258,0.0,0.760828,0.21335556,0.5474725,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
23.035144805908203,0.0,0.71195865,0.20614731,0.50581133,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
25.076576232910156,0.0,0.67787063,0.24561888,0.43225175,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
16.4847469329834,0.0,0.58354294,0.27815285,0.3053901,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
16.908571243286133,0.0,0.76255774,0.19876102,0.56379676,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
15.562870025634766,0.0,0.60184073,0.33059388,0.27124685,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
15.484170913696289,0.0,0.70059437,0.2260631,0.47453126,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
15.675753593444824,0.0,0.7431724,0.22444664,0.51872575,Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,1
18.79383087158203,0.0,0.67372054,0.27026176,0.40345877,Richard_Myers,Richard_Myers,1
18.953773498535156,0.0,0.64997536,0.23861286,0.4113625,Richard_Myers,Richard_Myers,1
16.07951545715332,0.0,0.6351097,0.34607166,0.28903806,Richard_Myers,Richard_Myers,1
14.987093925476074,0.0,0.6916244,0.23360841,0.45801598,Richard_Myers,Richard_Myers,1
13.70418930053711,0.0,0.6577817,0.27645993,0.3813218,Richard_Myers,Richard_Myers,1
24.486331939697266,0.0,0.7465886,0.23255518,0.51403344,Richard_Myers,Richard_Myers,1
15.153083801269531,0.0,0.6189557,0.3189747,0.29998097,Richard_Myers,Richard_Myers,1
18.22650146484375,0.0,0.60329795,0.38431686,0.21898109,Richard_Myers,Richard_Myers,1
22.810333251953125,0.0,0.696858,0.2552634,0.4415946,Richard_Myers,Richard_Myers,1
18.610794067382812,0.0,0.72890556,0.21824145,0.5106641,Richard_Myers,Richard_Myers,1
21.573183059692383,0.0,0.6994747,0.20511493,0.49435976,Richard_Myers,Richard_Myers,1
16.754032135009766,0.0,0.6832182,0.25231814,0.43090004,Richard_Myers,Richard_Myers,1
20.614418029785156,0.0,0.70474625,0.3108012,0.39394504,Richard_Myers,Richard_Myers,1
14.301637649536133,0.0,0.51010793,0.38963217,0.12047577,Richard_Myers,Richard_Myers,1
18.070438385009766,0.0,0.6987806,0.27647686,0.42230374,Richard_Myers,Richard_Myers,1
16.354551315307617,0.0,0.57493544,0.42744702,0.14748842,Richard_Myers,Richard_Myers,1
30.93602752685547,0.0,0.5900604,0.38895574,0.20110467,Eduardo_Duhalde,Eduardo_Duhalde,1
15.013736724853516,0.0,0.55476636,0.21070018,0.34406617,Eduardo_Duhalde,Eduardo_Duhalde,1
12.855887413024902,0.0,0.52193594,0.21601352,0.30592242,Eduardo_Duhalde,Eduardo_Duhalde,1
21.20843505859375,0.0,0.57454586,0.3955595,0.17898637,Eduardo_Duhalde,Eduardo_Duhalde,1
17.83900260925293,0.0,0.58454347,0.36457315,0.21997032,Eduardo_Duhalde,Eduardo_Duhalde,1
12.895706176757812,0.0,0.5277697,0.3133577,0.21441197,Eduardo_Duhalde,Eduardo_Duhalde,1
37.07963562011719,0.0,0.70377016,0.22724465,0.47652552,Eduardo_Duhalde,Eduardo_Duhalde,1
17.070175170898438,0.0,0.63349426,0.2637775,0.36971676,Eduardo_Duhalde,Eduardo_Duhalde,1
13.929448127746582,0.0,0.6917435,0.2431446,0.4485989,Eduardo_Duhalde,Eduardo_Duhalde,1
20.793270111083984,0.0,0.7302904,0.23208958,0.49820083,Eduardo_Duhalde,Eduardo_Duhalde,1
14.524110794067383,0.0,0.61343575,0.23900828,0.37442747,Eduardo_Duhalde,Eduardo_Duhalde,1
17.281814575195312,0.0,0.7010076,0.20565997,0.49534762,Eduardo_Duhalde,Eduardo_Duhalde,1
26.177391052246094,0.0,0.65017617,0.2785434,0.37163275,Mahmoud_Abbas,Mahmoud_Abbas,1
24.495834350585938,0.0,0.68819857,0.2404184,0.44778016,Mahmoud_Abbas,Mahmoud_Abbas,1
18.697050094604492,0.0,0.8086519,0.30578136,0.50287056,Mahmoud_Abbas,Mahmoud_Abbas,1
20.342082977294922,0.0,0.67748713,0.25898817,0.41849896,Mahmoud_Abbas,Mahmoud_Abbas,1
28.944805145263672,0.0,0.6221845,0.28913054,0.33305398,Mahmoud_Abbas,Mahmoud_Abbas,1
14.920687675476074,0.0,0.71107966,0.2962409,0.41483876,Mahmoud_Abbas,Mahmoud_Abbas,1
30.10446548461914,0.0,0.71368086,0.24317914,0.47050172,Mahmoud_Abbas,Mahmoud_Abbas,1
15.076122283935547,0.0,0.67314225,0.23137008,0.44177216,Mahmoud_Abbas,Mahmoud_Abbas,1
23.692890167236328,0.0,0.68449926,0.24838805,0.4361112,Mahmoud_Abbas,Mahmoud_Abbas,1
19.592533111572266,0.0,0.6644304,0.31248963,0.35194075,Mahmoud_Abbas,Mahmoud_Abbas,1
26.73769187927246,0.0,0.7917138,0.3028794,0.48883438,Mahmoud_Abbas,Mahmoud_Abbas,1
16.831188201904297,0.0,0.6058581,0.2888894,0.31696868,Mahmoud_Abbas,Mahmoud_Abbas,1
18.84058380126953,0.0,0.74427456,0.31533793,0.42893663,Mahmoud_Abbas,Mahmoud_Abbas,1
24.54698944091797,0.0,0.5623362,0.3121183,0.2502179,Mahmoud_Abbas,Mahmoud_Abbas,1
18.685806274414062,0.0,0.731037,0.2799971,0.4510399,Mahmoud_Abbas,Mahmoud_Abbas,1
13.382440567016602,0.0,0.529583,0.27366576,0.25591722,Mahmoud_Abbas,Mahmoud_Abbas,1
28.682662963867188,0.0,0.7505265,0.28181857,0.46870792,Mahmoud_Abbas,Mahmoud_Abbas,1
17.566574096679688,0.0,0.6033486,0.3102424,0.2931062,Mahmoud_Abbas,Mahmoud_Abbas,1
16.15164566040039,0.0,0.7520899,0.31194994,0.44013998,Mahmoud_Abbas,Mahmoud_Abbas,1
19.981563568115234,0.0,0.6814817,0.257043,0.42443871,Mahmoud_Abbas,Mahmoud_Abbas,1
27.643863677978516,0.0,0.7596104,0.3009147,0.4586957,Mahmoud_Abbas,Mahmoud_Abbas,1
15.170524597167969,0.0,0.6861614,0.30362636,0.38253504,Mahmoud_Abbas,Mahmoud_Abbas,1
15.095690727233887,0.0,0.7804669,0.28221458,0.49825233,Mahmoud_Abbas,Mahmoud_Abbas,1
14.221940040588379,0.0,0.6315287,0.2893479,0.3421808,Mahmoud_Abbas,Mahmoud_Abbas,1
27.39714813232422,0.0,0.6641897,0.29200974,0.37217996,Igor_Ivanov,Igor_Ivanov,1
37.6986083984375,0.0,0.6860353,0.28609797,0.3999373,Igor_Ivanov,Igor_Ivanov,1
34.89886474609375,0.0,0.8134538,0.24617356,0.56728023,Igor_Ivanov,Igor_Ivanov,1
15.939397811889648,0.0,0.686425,0.2978919,0.38853306,Igor_Ivanov,Igor_Ivanov,1
13.918225288391113,0.0,0.6498456,0.3381328,0.3117128,Igor_Ivanov,Igor_Ivanov,1
23.029008865356445,0.0,0.72161996,0.28160957,0.4400104,Igor_Ivanov,Igor_Ivanov,1
