split,subset,identity,image_name,image_path,det_score
train,gallery,Fidel_Castro,Fidel_Castro_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0004.jpg,0.9992460608482361
train,gallery,Fidel_Castro,Fidel_Castro_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0009.jpg,0.9989169239997864
train,gallery,Fidel_Castro,Fidel_Castro_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0008.jpg,0.9991531372070312
train,gallery,Fidel_Castro,Fidel_Castro_0018.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0018.jpg,0.9989684820175171
train,gallery,Bill_McBride,Bill_McBride_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0008.jpg,0.9994925856590271
train,gallery,Bill_McBride,Bill_McBride_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0006.jpg,0.9992843270301819
train,gallery,Bill_McBride,Bill_McBride_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0007.jpg,0.9988008141517639
train,gallery,Bill_McBride,Bill_McBride_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0010.jpg,0.9991999864578247
train,gallery,Bill_McBride,Bill_McBride_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0004.jpg,0.9994245171546936
train,gallery,Bill_McBride,Bill_McBride_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0001.jpg,0.9995248317718506
train,gallery,Bill_McBride,Bill_McBride_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0003.jpg,0.9993928670883179
train,gallery,Bill_McBride,Bill_McBride_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Bill_McBride/Bill_McBride_0002.jpg,0.998461127281189
train,gallery,Tom_Daschle,Tom_Daschle_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0001.jpg,0.9987163543701172
train,gallery,Tom_Daschle,Tom_Daschle_0015.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0015.jpg,0.999151349067688
train,gallery,Tom_Daschle,Tom_Daschle_0014.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0014.jpg,0.9989870190620422
train,gallery,Tom_Daschle,Tom_Daschle_0016.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0016.jpg,0.9989220499992371
train,gallery,Tom_Daschle,Tom_Daschle_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0002.jpg,0.9987495541572571
train,gallery,Tom_Daschle,Tom_Daschle_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0003.jpg,0.9986414909362793
train,gallery,Tom_Daschle,Tom_Daschle_0017.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0017.jpg,0.9990149736404419
train,gallery,Tom_Daschle,Tom_Daschle_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0013.jpg,0.9992613792419434
train,gallery,Tom_Daschle,Tom_Daschle_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0006.jpg,0.9990441203117371
train,gallery,Tom_Daschle,Tom_Daschle_0012.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0012.jpg,0.9993414878845215
train,gallery,Tom_Daschle,Tom_Daschle_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0010.jpg,0.9992266297340393
train,gallery,Tom_Daschle,Tom_Daschle_0011.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0011.jpg,0.99901282787323
train,gallery,Tom_Daschle,Tom_Daschle_0020.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0020.jpg,0.9987772703170776
train,gallery,Tom_Daschle,Tom_Daschle_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0008.jpg,0.9991247057914734
train,gallery,Tom_Daschle,Tom_Daschle_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0009.jpg,0.9994515180587769
train,gallery,Tom_Daschle,Tom_Daschle_0021.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0021.jpg,0.9994718432426453
train,gallery,Tom_Daschle,Tom_Daschle_0023.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0023.jpg,0.999150276184082
train,gallery,Tom_Daschle,Tom_Daschle_0022.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0022.jpg,0.9993962049484253
train,gallery,Tom_Daschle,Tom_Daschle_0024.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0024.jpg,0.9991218447685242
train,gallery,Tom_Daschle,Tom_Daschle_0018.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Daschle/Tom_Daschle_0018.jpg,0.9990718364715576
train,gallery,Alvaro_Uribe,Alvaro_Uribe_0022.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,0.9994150996208191
train,gallery,Alvaro_Uribe,Alvaro_Uribe_0023.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Alvaro_Uribe/Alvaro_Uribe_0023.jpg,0.999268651008606
train,gallery,Alvaro_Uribe,Alvaro_Uribe_0035.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Alvaro_Uribe/Alvaro_Uribe_0035.jpg,0.9994321465492249
train,gallery,Alvaro_Uribe,Alvaro_Uribe_0021.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Alvaro_Uribe/Alvaro_Uribe_0021.jpg,0.9992752075195312
