unknown_identity,closest_match,quality_score,best_similarity,second_similarity,margin,label
Bob_Beauprez,Hans_Blix,24.730165481567383,0.23064773,0.21856081,0.012086913,0
Bob_Beauprez,Hans_Blix,25.13220977783203,0.18466535,0.17551959,0.0091457665,0
Bob_Beauprez,Hans_Blix,33.78923797607422,0.22140616,0.20768782,0.013718337,0
Bob_Beauprez,Hans_Blix,17.41845703125,0.23679402,0.16799346,0.06880057,0
Bob_Beauprez,Hans_Blix,25.264732360839844,0.20437285,0.204303,6.9856644e-05,0
Bob_Beauprez,Hans_Blix,27.53905487060547,0.21029675,0.20012322,0.010173529,0
Bob_Beauprez,Hans_Blix,17.476806640625,0.20194405,0.16200776,0.03993629,0
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,20.540996551513672,0.23803136,0.22559604,0.012435317,0
Federico_Trillo,Spencer_Abraham,18.898387908935547,0.31161255,0.24703115,0.064581394,0
Federico_Trillo,Nicole_Kidman,15.257551193237305,0.29450715,0.21045536,0.08405179,0
Federico_Trillo,Spencer_Abraham,19.08684539794922,0.33404583,0.28444725,0.049598575,0
Federico_Trillo,Spencer_Abraham,16.549043655395508,0.28653055,0.22586627,0.06066428,0
Federico_Trillo,Nicole_Kidman,14.666658401489258,0.27909467,0.24664593,0.03244874,0
Federico_Trillo,Tommy_Franks,15.630058288574219,0.20998973,0.20841117,0.0015785545,0
Federico_Trillo,Spencer_Abraham,15.975634574890137,0.29264167,0.24293032,0.049711347,0
Federico_Trillo,Nicole_Kidman,15.119604110717773,0.27106655,0.206709,0.06435755,0
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,15.483129501342773,0.21132219,0.20493533,0.006386861,0
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,16.547597885131836,0.25293687,0.23490095,0.018035918,0
Federico_Trillo,Nicole_Kidman,15.167332649230957,0.23538661,0.2079058,0.02748081,0
Fred_Durst,Carlos_Moya,15.266105651855469,0.18341976,0.15652098,0.026898786,0
Fred_Durst,Carlos_Moya,28.41096305847168,0.19815907,0.16160205,0.03655702,0
Fred_Durst,Carlos_Moya,19.314538955688477,0.15613991,0.15311319,0.0030267239,0
Fred_Durst,Carlos_Moya,34.81911087036133,0.17761326,0.14197029,0.035642967,0
Marina_Silva,Hans_Blix,34.11037063598633,0.19107182,0.15720074,0.033871084,0
Marina_Silva,Hans_Blix,28.37558364868164,0.17848252,0.13913263,0.039349884,0
Marina_Silva,Hans_Blix,16.17829132080078,0.18148553,0.15372273,0.0277628,0
Marina_Silva,Hans_Blix,24.035076141357422,0.20250955,0.15171221,0.050797343,0
