quality_score,best_similarity,margin,label,true_identity,predicted_identity
40.06255340576172,0.4381209,0.26423198,1,Anne_Hathaway,Anne_Hathaway
34.71019744873047,0.46162102,0.20396653,1,Madelaine_Petsch,Madelaine_Petsch
35.038414001464844,0.25372356,0.014362052,1,Madelaine_Petsch,Madelaine_Petsch
46.34612274169922,0.38590723,0.12192726,1,Madelaine_Petsch,Madelaine_Petsch
40.497581481933594,0.61100984,0.3607425,1,Josh_Radnor,Josh_Radnor
51.93907928466797,0.4136,0.23678856,1,Josh_Radnor,Josh_Radnor
43.6470947265625,0.407742,0.18685946,1,Josh_Radnor,Josh_Radnor
43.80851364135742,0.6142237,0.42832148,1,Barack_Obama,Barack_Obama
45.937767028808594,0.60722405,0.42792767,1,Barack_Obama,Barack_Obama
42.20343780517578,0.50562584,0.27700794,1,Barack_Obama,Barack_Obama
51.70240783691406,0.33862877,0.07115483,0,Robert_De_Niro,Cristiano_Ronaldo
49.776039123535156,0.33479127,0.14285386,1,Robert_De_Niro,Robert_De_Niro
28.610214233398438,0.31732515,0.13112135,1,Robert_De_Niro,Robert_De_Niro
26.689762115478516,0.34527892,0.15207292,1,Nadia_Hilker,Nadia_Hilker
37.130741119384766,0.40464032,0.13548052,1,Nadia_Hilker,Nadia_Hilker
31.450559616088867,0.39684814,0.17551398,1,Nadia_Hilker,Nadia_Hilker
37.45682144165039,0.47272444,0.20219004,1,Tom_Holland,Tom_Holland
43.22277069091797,0.4990663,0.31428748,1,Tom_Holland,Tom_Holland
21.292280197143555,0.39665306,0.18066683,1,Tom_Holland,Tom_Holland
44.09678649902344,0.3736803,0.1608249,1,Tom_Ellis,Tom_Ellis
47.00981140136719,0.33939156,0.064034075,0,Tom_Ellis,Chris_Pratt
46.315521240234375,0.44765598,0.2295948,1,Tom_Ellis,Tom_Ellis
40.898624420166016,0.4046558,0.20023881,1,Natalie_Portman,Natalie_Portman
46.73355484008789,0.49989963,0.2457636,1,Natalie_Portman,Natalie_Portman
46.88428497314453,0.4156062,0.18654373,1,Natalie_Portman,Natalie_Portman
42.49036407470703,0.5443994,0.3709488,1,Jeff_Bezos,Jeff_Bezos
40.602970123291016,0.6121507,0.4441631,1,Jeff_Bezos,Jeff_Bezos
41.422664642333984,0.5613535,0.37052995,1,Jeff_Bezos,Jeff_Bezos
47.54814910888672,0.38552052,0.020874321,1,Alycia_Dabnem_Carey,Alycia_Dabnem_Carey
44.28252029418945,0.63318044,0.38254008,1,Alycia_Dabnem_Carey,Alycia_Dabnem_Carey
46.072998046875,0.56388754,0.33289948,1,Alycia_Dabnem_Carey,Alycia_Dabnem_Carey
45.965972900390625,0.48934296,0.28864154,1,Mark_Zuckerberg,Mark_Zuckerberg
46.70172882080078,0.6870881,0.4949159,1,Mark_Zuckerberg,Mark_Zuckerberg
29.63085174560547,0.5482793,0.35963327,1,Mark_Zuckerberg,Mark_Zuckerberg
45.66643142700195,0.5004312,0.29896963,1,Tom_Hardy,Tom_Hardy
39.05706024169922,0.31298804,0.075056955,1,Tom_Hardy,Tom_Hardy
54.58804702758789,0.36691567,0.1585486,1,Tom_Hardy,Tom_Hardy
39.606956481933594,0.43028665,0.2191419,1,Ben_Affleck,Ben_Affleck
33.82856750488281,0.3420386,0.13168897,1,Ben_Affleck,Ben_Affleck
42.51932907104492,0.22680013,0.020605668,0,Ben_Affleck,Avril_Lavigne
47.946319580078125,0.5363842,0.35275054,1,Stephen_Amell,Stephen_Amell
46.63935470581055,0.45728895,0.19445324,1,Stephen_Amell,Stephen_Amell
47.51282501220703,0.6201192,0.38174763,1,Stephen_Amell,Stephen_Amell
48.74191665649414,0.4477039,0.23904553,1,Natalie_Dormer,Natalie_Dormer
46.49625015258789,0.46781507,0.26648152,1,Natalie_Dormer,Natalie_Dormer
43.931644439697266,0.33801267,0.08963208,1,Natalie_Dormer,Natalie_Dormer
34.83407211303711,0.43896267,0.1928721,1,Megan_Fox,Megan_Fox
37.33670425415039,0.5233613,0.29705468,1,Megan_Fox,Megan_Fox
34.128868103027344,0.4747493,0.25114003,1,Megan_Fox,Megan_Fox
38.43003845214844,0.66063476,0.46710926,1,Neil_Patrick_Harris,Neil_Patrick_Harris
40.10004425048828,0.62291396,0.40933347,1,Neil_Patrick_Harris,Neil_Patrick_Harris
44.19606018066406,0.6305953,0.43044925,1,Neil_Patrick_Harris,Neil_Patrick_Harris
44.401275634765625,0.38013485,0.09019914,1,Avril_Lavigne,Avril_Lavigne
38.327476501464844,0.3191864,0.020929337,1,Avril_Lavigne,Avril_Lavigne
42.49543380737305,0.39468038,0.022667646,1,Avril_Lavigne,Avril_Lavigne
42.18217468261719,0.54398096,0.32961017,1,Rebecca_Ferguson,Rebecca_Ferguson
36.05201721191406,0.42809114,0.19670185,1,Rebecca_Ferguson,Rebecca_Ferguson
40.81971740722656,0.64383817,0.4115302,1,Rebecca_Ferguson,Rebecca_Ferguson
44.30956268310547,0.46250528,0.23853053,1,Shakira,Shakira
37.785213470458984,0.45636898,0.20344588,1,Shakira,Shakira
42.553672790527344,0.4325493,0.19946563,1,Shakira,Shakira
31.951650619506836,0.43516946,0.15336633,1,Melissa_Fumero,Melissa_Fumero
37.874908447265625,0.47150284,0.21694997,1,Melissa_Fumero,Melissa_Fumero
30.17444610595703,0.33584005,0.00024452806,1,Melissa_Fumero,Melissa_Fumero
33.707977294921875,0.57651174,0.3289262,1,Gal_Gadot,Gal_Gadot
35.444297790527344,0.5307661,0.32603216,1,Gal_Gadot,Gal_Gadot
36.19447326660156,0.63073516,0.3795737,1,Gal_Gadot,Gal_Gadot
38.252037048339844,0.31420693,0.020947725,1,Selena_Gomez,Selena_Gomez
33.13011169433594,0.3396898,0.07995388,1,Selena_Gomez,Selena_Gomez
40.52508544921875,0.42480096,0.15326336,1,Selena_Gomez,Selena_Gomez
27.678333282470703,0.5870478,0.2558236,1,Morena_Baccarin,Morena_Baccarin
38.713783264160156,0.48638147,0.18497717,1,Morena_Baccarin,Morena_Baccarin
25.811138153076172,0.31879714,0.06970912,1,Morena_Baccarin,Morena_Baccarin
40.681026458740234,0.26791474,0.08279857,1,Tom_Cruise,Tom_Cruise
36.482582092285156,0.44678146,0.21999088,1,Tom_Cruise,Tom_Cruise
42.83485794067383,0.30405265,0.086075515,1,Tom_Cruise,Tom_Cruise
44.216094970703125,0.41425717,0.12426624,1,Adriana_Lima,Adriana_Lima
42.604530334472656,0.41117215,0.09866467,1,Adriana_Lima,Adriana_Lima
44.049110412597656,0.49577168,0.2450484,1,Adriana_Lima,Adriana_Lima
46.894500732421875,0.48196644,0.23233005,1,Tom_Hiddleston,Tom_Hiddleston
34.73455047607422,0.49730623,0.2833756,1,Tom_Hiddleston,Tom_Hiddleston
45.56541442871094,0.43501937,0.24178955,1,Tom_Hiddleston,Tom_Hiddleston
40.64918518066406,0.3255466,0.08038235,1,Jessica_Barden,Jessica_Barden
51.844520568847656,0.3935714,0.18248129,1,Jessica_Barden,Jessica_Barden
37.97456359863281,0.52892095,0.26801524,1,Jessica_Barden,Jessica_Barden
42.32370376586914,0.44965893,0.22448568,1,Leonardo_DiCaprio,Leonardo_DiCaprio
44.84044647216797,0.28884608,0.050725162,1,Leonardo_DiCaprio,Leonardo_DiCaprio
43.53673553466797,0.38540843,0.061788738,1,Leonardo_DiCaprio,Leonardo_DiCaprio
42.06288146972656,0.42598438,0.23948932,1,Jimmy_Fallon,Jimmy_Fallon
27.061843872070312,0.46050924,0.2860281,1,Jimmy_Fallon,Jimmy_Fallon
37.96831512451172,0.44834572,0.245467,1,Jimmy_Fallon,Jimmy_Fallon
39.38175582885742,0.5505475,0.28010088,1,Elizabeth_Lail,Elizabeth_Lail
39.828582763671875,0.52723336,0.27878687,1,Elizabeth_Lail,Elizabeth_Lail
49.31034851074219,0.57124686,0.30309042,1,Elizabeth_Lail,Elizabeth_Lail
42.9723014831543,0.5310687,0.2536497,1,Lili_Reinhart,Lili_Reinhart
35.7349853515625,0.32126012,0.062094033,1,Lili_Reinhart,Lili_Reinhart
52.521995544433594,0.3198522,0.012590617,0,Lili_Reinhart,Scarlett_Johansson
30.990062713623047,0.57250166,0.3535893,1,Anthony_Mackie,Anthony_Mackie
43.083580017089844,0.5063335,0.32869425,1,Anthony_Mackie,Anthony_Mackie
30.17884635925293,0.46059054,0.28748822,1,Anthony_Mackie,Anthony_Mackie
47.99106979370117,0.4965458,0.27346733,1,Gwyneth_Paltrow,Gwyneth_Paltrow
39.40073013305664,0.50148505,0.25209734,1,Gwyneth_Paltrow,Gwyneth_Paltrow
49.49334716796875,0.44066176,0.24401203,1,Gwyneth_Paltrow,Gwyneth_Paltrow
48.11530303955078,0.5126189,0.24021122,1,Camila_Mendes,Camila_Mendes
32.51948165893555,0.31064242,0.015245557,0,Camila_Mendes,Selena_Gomez
43.25741195678711,0.4084582,0.13452566,1,Camila_Mendes,Camila_Mendes
40.08013153076172,0.2658735,0.027832955,1,Margot_Robbie,Margot_Robbie
25.04187774658203,0.3100632,0.09914857,1,Margot_Robbie,Margot_Robbie
41.28297424316406,0.2414265,0.047616288,1,Margot_Robbie,Margot_Robbie
25.658771514892578,0.5966847,0.44261932,1,Morgan_Freeman,Morgan_Freeman
24.75782585144043,0.36484104,0.044122756,0,Morgan_Freeman,Megan_Fox
22.22344207763672,0.4975191,0.3129006,1,Morgan_Freeman,Morgan_Freeman
35.67852020263672,0.6066498,0.32370746,1,Grant_Gustin,Grant_Gustin
34.812744140625,0.49682677,0.22558165,1,Grant_Gustin,Grant_Gustin
44.67381286621094,0.5899088,0.38588884,1,Grant_Gustin,Grant_Gustin
39.46727752685547,0.3898247,0.17313328,1,Lindsey_Morgan,Lindsey_Morgan
42.27754592895508,0.3711756,0.16361469,1,Lindsey_Morgan,Lindsey_Morgan
41.842018127441406,0.37891102,0.1235615,1,Lindsey_Morgan,Lindsey_Morgan
42.63496398925781,0.50204754,0.1840623,1,Jennifer_Lawrence,Jennifer_Lawrence
43.09742736816406,0.3792892,0.12036273,1,Jennifer_Lawrence,Jennifer_Lawrence
44.968406677246094,0.37958986,0.11054638,1,Jennifer_Lawrence,Jennifer_Lawrence
35.05351257324219,0.47291467,0.26529998,1,Katherine_Langford,Katherine_Langford
40.367767333984375,0.5212429,0.28961557,1,Katherine_Langford,Katherine_Langford
44.41130828857422,0.4422042,0.19661433,1,Katherine_Langford,Katherine_Langford
41.22856140136719,0.3504275,0.11999473,1,Emma_Watson,Emma_Watson
48.08565139770508,0.27527818,0.040296763,1,Emma_Watson,Emma_Watson
32.78268051147461,0.45689696,0.22984233,1,Emma_Watson,Emma_Watson
42.09700012207031,0.51415664,0.3284688,1,Lionel_Messi,Lionel_Messi
43.55314636230469,0.33503875,0.15964049,1,Lionel_Messi,Lionel_Messi
38.17584991455078,0.35143226,0.18920864,1,Lionel_Messi,Lionel_Messi
46.816017150878906,0.37653223,0.04183498,1,Rami_Malek,Rami_Malek
35.75428009033203,0.32793397,0.14575422,1,Rami_Malek,Rami_Malek
29.292766571044922,0.51206696,0.26570326,1,Rami_Malek,Rami_Malek
37.130611419677734,0.4935167,0.3424868,1,Jeremy_Renner,Jeremy_Renner
44.723655700683594,0.49966952,0.3308756,1,Jeremy_Renner,Jeremy_Renner
50.32636260986328,0.47662488,0.3134328,1,Jeremy_Renner,Jeremy_Renner
34.84009552001953,0.50851685,0.31222147,1,Mark_Ruffalo,Mark_Ruffalo
46.37260437011719,0.61196625,0.39804214,1,Mark_Ruffalo,Mark_Ruffalo
40.43292236328125,0.5007746,0.28651094,1,Mark_Ruffalo,Mark_Ruffalo
16.242599487304688,0.405672,0.13825142,1,Sophie_Turner,Sophie_Turner
42.88517761230469,0.35931566,0.11912227,1,Sophie_Turner,Sophie_Turner
27.66747283935547,0.43822432,0.17846012,1,Sophie_Turner,Sophie_Turner
27.895118713378906,0.42640656,0.1387524,1,Scarlett_Johansson,Scarlett_Johansson
41.0992431640625,0.3758492,0.12228727,1,Scarlett_Johansson,Scarlett_Johansson
46.38295364379883,0.2943368,0.041876495,1,Scarlett_Johansson,Scarlett_Johansson
43.506370544433594,0.3306479,0.021249235,0,Elizabeth_Olsen,Lili_Reinhart
44.95021438598633,0.36140814,0.08976722,1,Elizabeth_Olsen,Elizabeth_Olsen
42.44379425048828,0.3865382,0.15976621,1,Elizabeth_Olsen,Elizabeth_Olsen
44.574520111083984,0.42821786,0.248761,1,Dwayne_Johnson,Dwayne_Johnson
39.642608642578125,0.47747958,0.32113844,1,Dwayne_Johnson,Dwayne_Johnson
33.81996154785156,0.45428357,0.26920828,1,Dwayne_Johnson,Dwayne_Johnson
28.712005615234375,0.3489772,0.070516676,1,Hugh_Jackman,Hugh_Jackman
37.576316833496094,0.46987635,0.28590977,1,Hugh_Jackman,Hugh_Jackman
49.74833679199219,0.39818466,0.14436063,1,Hugh_Jackman,Hugh_Jackman
28.3687744140625,0.27392122,0.019697636,0,Brie_Larson,Margot_Robbie
31.54336166381836,0.27762312,0.06418611,1,Brie_Larson,Brie_Larson
43.26405715942383,0.4310995,0.21580485,1,Brie_Larson,Brie_Larson
49.909156799316406,0.3987519,0.16869336,1,Henry_Cavill,Henry_Cavill
46.221012115478516,0.4239757,0.22524574,1,Henry_Cavill,Henry_Cavill
41.20167541503906,0.48311085,0.26641768,1,Henry_Cavill,Henry_Cavill
36.668235778808594,0.49868888,0.28756702,1,Inbar_Lavi,Inbar_Lavi
35.549591064453125,0.38862377,0.17782147,1,Inbar_Lavi,Inbar_Lavi
36.355953216552734,0.49223483,0.2804299,1,Inbar_Lavi,Inbar_Lavi
33.07465744018555,0.6119794,0.39667946,1,Amber_Heard,Amber_Heard
39.53096008300781,0.6016576,0.35273623,1,Amber_Heard,Amber_Heard
41.3674201965332,0.5530399,0.31781194,1,Amber_Heard,Amber_Heard
42.67811965942383,0.45975745,0.26736698,1,Andy_Samberg,Andy_Samberg
41.66025924682617,0.40998977,0.1722566,1,Andy_Samberg,Andy_Samberg
39.38143539428711,0.42983666,0.25949723,1,Andy_Samberg,Andy_Samberg
45.1655387878418,0.48795336,0.29969835,1,Christian_Bale,Christian_Bale
30.120059967041016,0.3951278,0.18407333,1,Christian_Bale,Christian_Bale
30.15975570678711,0.52078557,0.270327,1,Christian_Bale,Christian_Bale
18.44329833984375,0.35871688,0.13085061,1,Narendra_Modi,Narendra_Modi
29.031150817871094,0.34500134,0.14547239,1,Narendra_Modi,Narendra_Modi
25.95492935180664,0.45232573,0.27550942,1,Narendra_Modi,Narendra_Modi
36.619380950927734,0.4621988,0.22890413,1,Ellen_Page,Ellen_Page
36.085670471191406,0.5086224,0.26656997,1,Ellen_Page,Ellen_Page
38.81621170043945,0.5441034,0.30058217,1,Ellen_Page,Ellen_Page
47.09446716308594,0.39431936,0.1628041,1,Emilia_Clarke,Emilia_Clarke
39.471282958984375,0.4344597,0.16819754,1,Emilia_Clarke,Emilia_Clarke
42.906768798828125,0.4359163,0.14781201,1,Emilia_Clarke,Emilia_Clarke
41.719810485839844,0.43308735,0.19659917,1,Keanu_Reeves,Keanu_Reeves
21.91103172302246,0.45344424,0.2553118,1,Keanu_Reeves,Keanu_Reeves
25.25575065612793,0.4334297,0.2290672,1,Keanu_Reeves,Keanu_Reeves
27.630767822265625,0.41784424,0.20004696,1,Irina_Shayk,Irina_Shayk
35.95716857910156,0.4216147,0.18852636,1,Irina_Shayk,Irina_Shayk
39.39364242553711,0.2552598,0.006480247,1,Irina_Shayk,Irina_Shayk
30.793685913085938,0.37585235,0.19500898,1,Eliza_Taylor,Eliza_Taylor
36.095306396484375,0.3596961,0.114595875,1,Eliza_Taylor,Eliza_Taylor
43.64725875854492,0.34793139,0.14008446,1,Eliza_Taylor,Eliza_Taylor
48.95889663696289,0.39292255,0.19284017,1,Rihanna,Rihanna
40.313114166259766,0.23327938,0.058438614,1,Rihanna,Rihanna
37.719215393066406,0.44691747,0.2718953,1,Rihanna,Rihanna
40.09425354003906,0.30996782,0.068199396,1,Maria_Pedraza,Maria_Pedraza
42.326480865478516,0.41112614,0.13999245,1,Maria_Pedraza,Maria_Pedraza
34.72228240966797,0.4024682,0.14606819,1,Maria_Pedraza,Maria_Pedraza
40.53666687011719,0.43669662,0.1750445,1,Maisie_Williams,Maisie_Williams
31.501087188720703,0.51222754,0.24721926,1,Maisie_Williams,Maisie_Williams
28.58452606201172,0.454512,0.2106981,1,Maisie_Williams,Maisie_Williams
34.95367431640625,0.50387156,0.28119114,1,Logan_Lerman,Logan_Lerman
40.349853515625,0.5952702,0.3550744,1,Logan_Lerman,Logan_Lerman
34.77226257324219,0.49642363,0.17970598,1,Logan_Lerman,Logan_Lerman
40.9373779296875,0.44772327,0.18997383,1,Kiernan_Shipka,Kiernan_Shipka
43.676124572753906,0.54914963,0.334142,1,Kiernan_Shipka,Kiernan_Shipka
45.83699035644531,0.47081023,0.14390421,1,Kiernan_Shipka,Kiernan_Shipka
38.76545715332031,0.3539355,0.11379309,1,Jason_Momoa,Jason_Momoa
35.98540496826172,0.63246405,0.41960672,1,Jason_Momoa,Jason_Momoa
29.186386108398438,0.43878463,0.25988522,1,Jason_Momoa,Jason_Momoa
36.42123031616211,0.40321243,0.13931859,1,Brenton_Thwaites,Brenton_Thwaites
42.84117889404297,0.5022098,0.23930955,1,Brenton_Thwaites,Brenton_Thwaites
30.899906158447266,0.3360784,0.06375152,1,Brenton_Thwaites,Brenton_Thwaites
45.658294677734375,0.42981166,0.20393872,1,Amanda_Crew,Amanda_Crew
42.21955108642578,0.48176807,0.22758442,1,Amanda_Crew,Amanda_Crew
44.68163299560547,0.4523886,0.24873509,1,Amanda_Crew,Amanda_Crew
46.408058166503906,0.5577363,0.34666407,1,Bill_Gates,Bill_Gates
50.149658203125,0.64965165,0.45991993,1,Bill_Gates,Bill_Gates
41.30667495727539,0.5553841,0.36883748,1,Bill_Gates,Bill_Gates
35.514183044433594,0.42625993,0.17346239,1,Katharine_McPhee,Katharine_McPhee
45.51301956176758,0.48463818,0.25493616,1,Katharine_McPhee,Katharine_McPhee
46.867637634277344,0.49658066,0.18491709,1,Katharine_McPhee,Katharine_McPhee
22.38722038269043,0.4271807,0.05021417,0,Jack_Ma,Chris_Evans
16.656158447265625,0.70391417,0.54225254,1,Jack_Ma,Jack_Ma
21.63629913330078,0.58227515,0.42153576,1,Jack_Ma,Jack_Ma
14.602375030517578,0.39446813,0.25170547,1,Donald_Trump,Donald_Trump
18.888423919677734,0.42109787,0.24529836,1,Donald_Trump,Donald_Trump
16.678802490234375,0.31567016,0.12811917,1,Donald_Trump,Donald_Trump
52.55854034423828,0.3976056,0.18677258,1,Alexandra_Daddario,Alexandra_Daddario
47.522178649902344,0.44825447,0.15560892,1,Alexandra_Daddario,Alexandra_Daddario
44.31977462768555,0.32567918,0.032011807,1,Alexandra_Daddario,Alexandra_Daddario
45.837554931640625,0.5101735,0.2678569,1,Chris_Pratt,Chris_Pratt
41.08171844482422,0.52199996,0.30529785,1,Chris_Pratt,Chris_Pratt
38.331512451171875,0.5376575,0.3687408,1,Chris_Pratt,Chris_Pratt
46.048091888427734,0.3831882,0.14752072,1,Pedro_Alonso,Pedro_Alonso
48.7521858215332,0.4630465,0.16278726,1,Pedro_Alonso,Pedro_Alonso
43.761940002441406,0.4905557,0.30119213,1,Pedro_Alonso,Pedro_Alonso
35.8380126953125,0.5280844,0.31960535,1,Penn_Badgley,Penn_Badgley
42.567344665527344,0.49906772,0.3228934,1,Penn_Badgley,Penn_Badgley
38.17863464355469,0.44855618,0.1952225,1,Penn_Badgley,Penn_Badgley
34.878929138183594,0.56888044,0.35017473,1,Johnny_Depp,Johnny_Depp
25.82088851928711,0.45655823,0.20347163,1,Johnny_Depp,Johnny_Depp
32.494285583496094,0.47503734,0.2743364,1,Johnny_Depp,Johnny_Depp
45.948272705078125,0.35251033,0.11332664,1,Ursula_Corbero,Ursula_Corbero
42.43494415283203,0.49799562,0.25998092,1,Ursula_Corbero,Ursula_Corbero
38.889854431152344,0.32900715,0.081106216,1,Ursula_Corbero,Ursula_Corbero
35.896583557128906,0.28433153,0.079560995,1,Robert_Downey_Jr,Robert_Downey_Jr
52.67738342285156,0.32497463,0.13623814,1,Robert_Downey_Jr,Robert_Downey_Jr
38.15406799316406,0.35891354,0.18094605,1,Robert_Downey_Jr,Robert_Downey_Jr
28.024398803710938,0.45355958,0.2620734,1,Marie_Avgeropoulos,Marie_Avgeropoulos
19.781604766845703,0.48106244,0.26607472,1,Marie_Avgeropoulos,Marie_Avgeropoulos
30.879728317260742,0.4093409,0.20211315,1,Marie_Avgeropoulos,Marie_Avgeropoulos
31.75103759765625,0.27478105,0.05302137,1,Emma_Stone,Emma_Stone
29.658838272094727,0.2784117,0.01764381,0,Emma_Stone,Alycia_Dabnem_Carey
49.08741760253906,0.34061658,0.015579522,1,Emma_Stone,Emma_Stone
26.986963272094727,0.29718724,0.011228085,0,Millie_Bobby_Brown,Scarlett_Johansson
27.216968536376953,0.28248695,0.09857483,1,Millie_Bobby_Brown,Millie_Bobby_Brown
38.686119079589844,0.20041263,0.0026994348,0,Millie_Bobby_Brown,Scarlett_Johansson
31.184345245361328,0.25535867,0.0092968345,0,Taylor_Swift,Emma_Stone
36.27039337158203,0.420525,0.19523463,1,Taylor_Swift,Taylor_Swift
17.413087844848633,0.29095966,0.08449145,1,Taylor_Swift,Taylor_Swift
29.8828182220459,0.61262167,0.3338737,1,Alvaro_Morte,Alvaro_Morte
20.15980339050293,0.58280164,0.34675896,1,Alvaro_Morte,Alvaro_Morte
33.815338134765625,0.6207217,0.40883353,1,Alvaro_Morte,Alvaro_Morte
42.65934753417969,0.42020428,0.18104057,1,Chris_Hemsworth,Chris_Hemsworth
42.09822082519531,0.5433964,0.25200963,1,Chris_Hemsworth,Chris_Hemsworth
29.469619750976562,0.47085628,0.21462774,1,Chris_Hemsworth,Chris_Hemsworth
28.625926971435547,0.45039254,0.22801754,1,Miley_Cyrus,Miley_Cyrus
36.24699401855469,0.45570606,0.2604849,1,Miley_Cyrus,Miley_Cyrus
37.426124572753906,0.3740927,0.13029139,1,Miley_Cyrus,Miley_Cyrus
